id	tahunke1	tahunke2	idx
1116	2015	2020	3.13
1117	2015	2020	3.22
1118	2015	2020	3.11
1119	2015	2020	3.55
1120	2015	2020	3.56
1121	2015	2020	2.7
1122	2016	2020	3.55
1123	2016	2020	2.89
1124	2016	2020	2.93
1125	2016	2020	3.3
1126	2016	2020	3.24
1127	2016	2020	2.85
1128	2016	2020	2.84
1129	2016	2020	3.4
1130	2016	2020	3.05
1131	2016	2020	2.86
1132	2016	2020	3.66
1133	2016	2020	3.81
1134	2016	2020	3.47
1135	2016	2020	3.65
1136	2016	2020	2.99
1137	2016	2020	3.15
1138	2016	2020	3.44
1139	2016	2020	3.12
1140	2016	2020	3.36
1141	2016	2020	3.53
1142	2016	2020	3.59
1143	2016	2020	3.24
1144	2016	2020	3.43
1145	2016	2020	3.29
1146	2016	2020	3.21
1147	2016	2020	2.84
1148	2016	2020	3.82
1149	2016	2020	2.99
1150	2016	2020	3.19
1151	2016	2020	3.21
1152	2016	2020	3.53
1153	2016	2020	3.2
1154	2016	2020	3.63
1155	2016	2020	2.86
1156	2016	2020	3.38
1157	2016	2020	3.86
1158	2016	2020	3.06
1159	2016	2020	3.41
1160	2016	2020	3.14
1161	2016	2020	3.51
1162	2016	2020	3.53
1163	2016	2020	3.54
1164	2016	2020	3.27
1165	2016	2020	3.42
1166	2016	2020	3.51
1167	2016	2020	3.11
1168	2016	2020	3.61
1169	2016	2020	2.74
1170	2016	2020	2.67
1171	2016	2020	2.89
1172	2016	2020	2.86
1173	2016	2020	2.99
1174	2016	2020	3.1
1175	2016	2020	3.36
1176	2016	2020	2.89
1177	2016	2020	3.01
1178	2016	2020	2.74
1179	2016	2020	3.31
1180	2016	2020	3.14
1181	2016	2020	3.63
1182	2016	2020	2.92
1183	2016	2020	3.23
1184	2016	2020	3.32
1185	2016	2020	3.43
1186	2016	2020	3.57
1187	2016	2020	3.11
1188	2016	2020	3.16
1189	2016	2020	3.32
1190	2016	2020	3.14
1191	2016	2020	3.01
1192	2016	2020	3.17
1193	2016	2020	3.17
1194	2016	2020	3.5
1195	2016	2020	3.43
1196	2016	2020	3.36
1197	2016	2020	3.01
1198	2016	2020	3.74
1199	2016	2020	3.64
1200	2016	2020	2.8
1201	2016	2020	3.07
1202	2016	2020	3.49
1203	2016	2020	3.51
1204	2016	2020	3.57
1205	2016	2020	3.42
1206	2016	2020	3.28
1207	2016	2020	3.7
1208	2016	2020	3.45
1209	2016	2020	2.77
1210	2016	2020	3.16
1211	2016	2020	3.51
1212	2016	2020	2.8
1213	2016	2020	3.49
1214	2016	2020	3.51
1215	2016	2020	3.43
1216	2016	2020	3.56
1217	2016	2020	3.19
1218	2016	2020	3.55
1219	2016	2020	2.74
1220	2016	2020	3.05
1221	2016	2020	3.91
1222	2016	2020	3.28
1223	2016	2020	3.15
1224	2016	2020	3.48
1225	2016	2020	3.22
1226	2016	2020	2.84
1227	2016	2020	3.28
1228	2016	2020	3.52
1229	2016	2020	3.07
1230	2016	2020	3.33
1231	2016	2020	3.24
1232	2016	2020	3.05
1233	2016	2020	3.32
1234	2016	2020	3.08
1235	2016	2020	3.25
1236	2016	2020	2.85
1237	2016	2020	3.17
1238	2016	2020	3.46
1239	2016	2020	3.58
1240	2016	2020	3.68
1241	2016	2020	2.99
1242	2016	2020	3.37
1243	2016	2020	3
1244	2016	2020	3.32
1245	2016	2020	3.25
1246	2016	2020	2.99
1247	2016	2020	3.2
1248	2016	2020	2.65
1249	2016	2020	3.19
1250	2016	2020	3.49
1251	2016	2020	3.22
1252	2016	2020	3.63
1253	2016	2020	3.53
1254	2016	2020	3.21
1255	2016	2020	3.45
1256	2016	2020	3.13
1257	2016	2020	3.24
1258	2016	2020	3.49
1259	2016	2020	3.37
1260	2016	2020	3.64
1261	2016	2020	3.57
1262	2016	2020	3.01
1263	2016	2020	3.59
1264	2016	2020	3.12
1265	2016	2021	3.06
1266	2018	2021	3.21
1267	2014	2021	2.72
1268	2014	2021	2.55
1269	2014	2021	3.11
1270	2015	2021	3.41
1271	2015	2021	2.86
1272	2015	2021	3.01
1273	2015	2021	2.66
1274	2015	2021	2.49
1275	2015	2021	2.93
1276	2015	2021	3.08
1277	2015	2021	2.57
1278	2015	2021	2.72
1279	2015	2021	3.09
1280	2015	2021	2.76
1281	2015	2021	2.66
1282	2015	2021	2.58
1283	2015	2021	3.15
1284	2015	2021	3.12
1285	2015	2021	3.12
1286	2015	2021	2.62
1287	2015	2021	2.93
1288	2015	2021	2.88
1289	2015	2021	3.32
1290	2015	2021	2.89
1291	2015	2021	3.16
1292	2015	2021	2.84
1293	2015	2021	2.61
1294	2015	2021	2.65
1295	2015	2021	2.76
1296	2015	2021	2.79
1297	2015	2021	2.76
1298	2015	2021	2.72
1299	2015	2021	2.99
1300	2015	2021	2.87
1301	2015	2021	3.63
1302	2015	2021	3.06
1303	2015	2021	2.74
1304	2015	2021	3.13
1305	2015	2021	2.59
1306	2015	2021	2.68
1307	2015	2021	2.83
1308	2015	2021	2.94
1309	2015	2021	2.64
1310	2016	2021	2.78
1311	2016	2021	2.93
1312	2016	2021	2.87
1313	2016	2021	2.97
1314	2016	2021	3.22
1315	2016	2021	2.68
1316	2016	2021	2.99
1317	2016	2021	2.8
1318	2016	2021	2.84
1319	2016	2021	3.25
1320	2016	2021	3.46
1321	2016	2021	2.97
1322	2016	2021	2.82
1323	2016	2021	3.11
1324	2016	2021	3.01
1325	2016	2021	2.89
1326	2016	2021	3.45
1327	2016	2021	2.81
1328	2016	2021	3.08
1329	2016	2021	3.12
1330	2016	2021	2.89
1331	2016	2021	3.48
1332	2016	2021	3.07
1333	2016	2021	2.89
1334	2016	2021	3.11
1335	2016	2021	3.32
1336	2016	2021	3.18
1337	2016	2021	3.73
1338	2016	2021	3.05
1339	2016	2021	3.29
1340	2016	2021	3.41
1341	2016	2021	2.84
1342	2016	2021	3.11
1343	2016	2021	2.99
1344	2016	2021	2.97
1345	2016	2021	2.89
1346	2016	2021	3.21
1347	2016	2021	2.91
1348	2016	2021	3.14
1349	2016	2021	2.94
1350	2016	2021	3.12
1351	2016	2021	2.89
1352	2016	2021	3.22
1353	2016	2021	2.83
1354	2016	2021	3.07
1355	2016	2021	3.05
1356	2016	2021	3.45
1357	2016	2021	2.7
1358	2016	2021	2.89
1359	2016	2021	2.92
1360	2016	2021	2.83
1361	2016	2021	2.91
1362	2016	2021	2.89
1363	2016	2021	3.47
1364	2016	2021	3.11
1365	2016	2021	3.13
1366	2016	2021	3.28
1367	2016	2021	3.11
1368	2016	2021	2.89
1369	2016	2021	3.09
1370	2016	2021	3.23
1371	2016	2021	3.01
1372	2016	2021	3.14
1373	2016	2021	3.13
1374	2016	2021	3.57
1375	2016	2021	3.67
1376	2016	2021	3.15
1377	2016	2021	3.49
1378	2016	2021	2.9
1379	2016	2021	2.99
1380	2016	2021	2.72
1381	2016	2021	2.94
1382	2016	2021	2.88
1383	2016	2021	2.76
1384	2016	2021	2.89
1385	2016	2021	3.48
1386	2016	2021	2.91
1387	2016	2021	3.07
1388	2016	2021	2.76
1389	2016	2021	3.28
1390	2016	2021	3.02
1391	2016	2021	3.18
1392	2016	2021	3.52
1393	2016	2021	3.49
1394	2016	2021	3.87
1395	2016	2021	3.15
1396	2016	2021	3.21
1397	2016	2021	2.7
1398	2016	2021	3.06
1399	2016	2021	3
1400	2016	2021	3.35
1401	2016	2021	3.49
1402	2016	2021	3.56
1403	2016	2021	3
1404	2016	2021	2.78
1405	2016	2021	3.37
1406	2016	2021	3.1
1407	2016	2021	3.37
1408	2016	2021	3.13
1409	2016	2021	2.74
1410	2016	2021	2.94
1411	2016	2021	2.8
1412	2016	2021	3.12
1413	2016	2021	3.13
1414	2016	2021	3.14
1415	2016	2021	2.79
1416	2016	2021	2.75
1417	2016	2021	3.28
1418	2016	2021	3.16
1419	2016	2021	2.99
1420	2014	2021	2.81
1421	2014	2021	2.69
1422	2014	2021	2.83
1423	2014	2021	2.69
1424	2014	2021	2.27
1425	2014	2021	2.53
1426	2014	2021	2.57
1427	2014	2021	2.37
1428	2014	2021	2.57
1429	2014	2021	2.78
1430	2014	2021	2.55
1431	2014	2021	2.77
1432	2014	2021	2.75
1433	2014	2021	3.05
1434	2014	2021	2.22
1435	2014	2021	2.4
1436	2014	2021	2.61
1437	2013	2021	2.49
1438	2014	2021	2.85
1439	2014	2021	2.55
1440	2017	2021	3.78
1441	2017	2021	3.56
1442	2017	2021	2.85
1443	2017	2021	3.48
1444	2017	2021	2.87
1445	2017	2021	3.32
1446	2017	2021	3.36
1447	2017	2021	3.03
1448	2017	2021	2.82
1449	2017	2021	3.56
1450	2017	2021	2.65
1451	2017	2021	2.74
1452	2017	2021	3.36
1453	2017	2021	3.31
1454	2017	2021	2.95
1455	2017	2021	2.87
1456	2017	2021	3.2
1457	2017	2021	2.9
1458	2017	2021	2.87
1459	2017	2021	3.01
1460	2017	2021	2.96
1461	2017	2021	2.95
1462	2017	2021	3.54
1463	2017	2021	3.42
1464	2017	2021	3.44
1465	2017	2021	3.15
1466	2017	2021	3.48
1467	2017	2021	3.35
1468	2017	2021	3.52
1469	2017	2021	3.4
1470	2017	2021	3.48
1471	2017	2021	3.28
1472	2017	2021	3.25
1473	2017	2021	3.32
1474	2017	2021	3.14
1475	2017	2021	3.37
1476	2017	2021	3.54
1477	2017	2021	3.23
1478	2017	2021	3.53
1479	2017	2021	3.72
1480	2017	2021	3.41
1481	2017	2021	3.21
1482	2017	2021	3.32
1483	2017	2021	3.76
1484	2017	2021	3.36
1485	2017	2021	3.09
1486	2017	2021	3.14
1487	2017	2021	3.13
1488	2017	2021	3.32
1489	2017	2021	3.19
1490	2017	2021	3.52
1491	2017	2021	3.17
1492	2017	2021	3.2
1493	2017	2021	3.4
1494	2017	2021	3.64
1495	2016	2021	3.33
1496	2016	2021	2.84
1497	2016	2021	3.2
1498	2016	2021	3.13
1499	2016	2021	3.16
1500	2016	2021	2.64
1501	2016	2021	2.79
1502	2016	2021	3.36
1503	2017	2021	3.48
1504	2016	2021	3.14
1505	2016	2021	3.05
1506	2016	2021	2.74
1507	2016	2021	2.91
1508	2016	2021	3
1509	2016	2021	3.32
1510	2016	2021	3.2
1511	2016	2021	2.76
1512	2016	2021	2.75
1513	2016	2021	3.06
1514	2016	2021	2.96
1515	2016	2021	2.72
1516	2016	2021	2.87
1517	2016	2021	2.86
1518	2016	2021	3.03
1519	2016	2021	2.74
1520	2016	2021	2.82
1521	2016	2021	2.91
1522	2016	2021	2.67
1523	2016	2021	2.89
1524	2016	2021	2.86
1525	2016	2021	3.22
1526	2016	2021	2.72
1527	2016	2021	3.15
1528	2016	2021	3
1529	2016	2021	2.76
1530	2016	2021	3.11
1531	2016	2021	2.99
1532	2016	2021	2.61
1533	2016	2021	3.67
1534	2016	2021	3.28
1535	2016	2021	2.89
1536	2016	2021	2.86
1537	2016	2021	2.8
1538	2016	2021	3.28
1539	2016	2021	3.01
1540	2016	2021	2.96
1541	2016	2021	2.95
1542	2016	2021	2.74
1543	2016	2021	3.04
1544	2016	2021	2.67
1545	2016	2021	2.78
1546	2016	2021	3.04
1547	2016	2021	2.97
1548	2015	2021	3.09
1549	2015	2021	3.33
1550	2015	2021	3.03
1551	2015	2021	3.03
1552	2015	2021	2.87
1553	2015	2021	2.63
1554	2015	2021	2.87
1555	2014	2021	2.61
1556	2014	2021	2.67
1557	2014	2021	2.76
1558	2014	2021	2.55
1559	2014	2021	2.46
1560	2014	2021	2.89
1561	2014	2021	2.87
1562	2014	2021	2.97
1563	2014	2021	2.32
1564	2014	2021	2.54
1565	2014	2021	3.22
1566	2017	2021	3.09
1567	2017	2021	3.17
1568	2017	2021	3.21
1569	2017	2021	3.24
1570	2017	2021	3.41
1571	2017	2021	3.01
1572	2017	2021	3.16
1573	2017	2021	3
1574	2017	2021	3.16
1575	2017	2021	3.06
1576	2017	2021	2.99
1577	2017	2021	3.4
1578	2017	2021	3.17
1579	2020	2021	2.41
1580	2021	2022	3.47
1581	2021	2022	3.07
1582	2015	2022	2.46
1583	2015	2022	2.41
1584	2015	2022	2.71
1585	2015	2022	3.22
1586	2015	2022	2.98
1587	2015	2022	2.32
1588	2015	2022	2.71
1589	2015	2022	2.95
1590	2015	2022	2.99
1591	2015	2022	3.17
1592	2015	2022	2.88
1593	2015	2022	2.57
1594	2015	2022	2.66
1595	2016	2022	2.56
1596	2016	2022	3.01
1597	2016	2022	2.85
1598	2016	2022	3.1
1599	2016	2022	2.78
1600	2016	2022	2.7
1601	2016	2022	2.64
1602	2016	2022	2.67
1603	2016	2022	3.47
1604	2016	2022	3.09
1605	2016	2022	2.81
1606	2016	2022	2.95
1607	2017	2022	2.98
1608	2017	2022	3.15
1609	2017	2022	3.26
1610	2017	2022	2.94
1611	2017	2022	2.79
1612	2017	2022	3.05
1613	2017	2022	3.24
1614	2017	2022	2.48
1615	2017	2022	2.87
1616	2017	2022	2.86
1617	2017	2022	3.77
1618	2017	2022	3
1619	2017	2022	3.09
1620	2017	2022	3.44
1621	2018	2022	3.5
1622	2018	2022	3.26
1623	2018	2022	3.6
1624	2018	2022	3.41
1625	2018	2022	3.33
1626	2018	2022	3.47
1627	2018	2022	3.57
1628	2018	2022	3.53
1629	2018	2022	3.07
1630	2018	2022	3.12
1631	2018	2022	3.57
1632	2018	2022	3.13
1633	2018	2022	3.56
1634	2018	2022	3.3
1635	2018	2022	3.23
1636	2018	2022	3.3
1637	2018	2022	3.57
1638	2018	2022	3.4
1639	2018	2022	3.6
1640	2018	2022	3.62
1641	2018	2022	3.03
1642	2018	2022	3.24
1643	2018	2022	3.66
1644	2018	2022	3.44
1645	2018	2022	3.66
1646	2018	2022	3.28
1647	2018	2022	3.12
1648	2018	2022	3.19
1649	2018	2022	3.32
1650	2018	2022	3.09
1651	2018	2022	3.73
1652	2018	2022	3.19
1653	2018	2022	3.22
1654	2018	2022	3.32
1655	2018	2022	3.46
1656	2018	2022	3.04
1657	2018	2022	3.07
1658	2018	2022	3.25
1659	2018	2022	3.09
1660	2018	2022	3.38
1661	2018	2022	3.14
1662	2018	2022	3.74
1663	2018	2022	3.38
1664	2018	2022	3.2
1665	2018	2022	3.49
1666	2018	2022	3.22
1667	2018	2022	3.07
1668	2018	2022	3.31
1669	2018	2022	3.3
1670	2018	2022	3.7
1671	2018	2022	3.09
1672	2018	2022	3.46
1673	2018	2022	3.72
1674	2018	2022	3.29
1675	2018	2022	3
1676	2018	2022	3.44
1677	2018	2022	3.5
1678	2018	2022	3.15
1679	2018	2022	3.25
1680	2018	2022	3.64
1681	2018	2022	3.26
1682	2018	2022	3.62
1683	2018	2022	2.93
1684	2018	2022	3.09
1685	2018	2022	3.19
1686	2018	2022	3.14
1687	2018	2022	3.21
1688	2018	2022	3.48
1689	2018	2022	3.39
1690	2018	2022	3.58
1691	2018	2022	3.6
1692	2018	2022	3.55
1693	2018	2022	2.99
1694	2018	2022	3.02
1695	2018	2022	2.91
1696	2018	2022	3.27
1697	2018	2022	3.31
1698	2018	2022	3.22
1699	2018	2022	3.61
1700	2018	2022	2.88
1701	2018	2022	3.33
1702	2018	2022	2.95
1703	2018	2022	3.17
1704	2018	2022	3.62
1705	2018	2022	3.62
1706	2018	2022	3.7
1707	2018	2022	2.93
1708	2018	2022	3.57
1709	2018	2022	3.41
1710	2018	2022	3.66
1711	2018	2022	3.72
1712	2018	2022	3.67
1713	2018	2022	3.27
1714	2018	2022	3.47
1715	2018	2022	2.93
1716	2018	2022	3.15
1717	2018	2022	3.27
1718	2018	2022	3.55
1719	2018	2022	3.28
1720	2018	2022	3.32
1721	2018	2022	2.56
1722	2018	2022	3.43
1723	2018	2022	3.44
1724	2018	2022	3.35
1725	2018	2022	3.28
1726	2018	2022	3.48
1727	2018	2022	3.41
1728	2018	2022	3.79
1729	2018	2022	3.54
1730	2018	2022	3.66
1731	2018	2022	3.51
1732	2018	2022	3.26
1733	2018	2022	3.77
1734	2018	2022	3.77
1735	2018	2022	3.15
1736	2018	2022	3.27
1737	2018	2022	3.1
1738	2018	2022	3.35
1739	2018	2022	3.66
1740	2016	2023	2.67
1741	2016	2023	3.51
1742	2016	2023	2.91
1743	2016	2023	2.89
1744	2016	2023	2.68
1745	2016	2023	3.03
1746	2016	2023	3.02
1747	2016	2023	2.82
1748	2016	2023	3.03
1749	2016	2023	2.52
1750	2016	2023	3.11
1751	2016	2023	2.22
1752	2016	2023	2.72
1753	2016	2023	2.79
1754	2016	2023	3.24
1755	2016	2023	3.14
1756	2016	2023	3.1
1757	2016	2023	2.72
1758	2016	2023	2.77
1759	2016	2023	2.51
1760	2016	2023	2.32
1761	2017	2023	2.52
1762	2017	2023	3.42
1763	2017	2023	3.33
1764	2017	2023	2.99
1765	2017	2023	2.93
1766	2017	2023	2.66
1767	2017	2023	3.52
1768	2017	2023	3.13
1769	2017	2023	2.47
1770	2018	2023	2.88
1771	2018	2023	3.1
1772	2018	2023	3.31
1773	2018	2023	3.11
1774	2018	2023	3.37
1775	2018	2023	3.49
1776	2018	2023	3.12
1777	2018	2023	3.32
1778	2018	2023	3.38
1779	2018	2023	3.36
1780	2018	2023	3.23
1781	2018	2023	3.16
1782	2018	2023	3.3
1783	2018	2023	2.83
1784	2018	2023	3.1
1785	2018	2023	2.88
1786	2018	2023	3.11
1787	2018	2023	3.05
1788	2018	2023	3.17
1789	2018	2023	2.95
1790	2018	2023	3.76
1791	2018	2023	2.8
1792	2018	2023	2.81
1793	2018	2023	2.89
1794	2018	2023	3.32
1795	2018	2023	3.35
1796	2018	2023	3.19
1797	2018	2023	3.15
1798	2018	2023	3.43
1799	2018	2023	3.36
1800	2018	2023	3.17
1801	2018	2023	3.4
1802	2018	2023	3.28
1803	2018	2023	3.29
1804	2018	2023	3.17
1805	2018	2023	3.55
1806	2018	2023	2.98
1807	2018	2023	3.13
1808	2018	2023	3.55
1809	2018	2023	3.4
1810	2018	2023	3.34
1811	2018	2023	3.25
1812	2018	2023	3.21
1813	2018	2023	3.44
1814	2018	2023	3.2
1815	2018	2023	3.19
1816	2018	2023	3.17
1817	2018	2023	2.94
1818	2018	2023	3.13
1819	2018	2023	3.28
1820	2018	2023	3.19
1821	2018	2023	3.36
1822	2018	2023	3.28
1823	2018	2023	2.98
1824	2018	2023	3.47
1825	2018	2023	3.35
1826	2018	2023	3.23
1827	2018	2023	2.97
1828	2018	2023	3.49
1829	2018	2023	3.37
1830	2018	2023	2.82
1831	2018	2023	3.42
1832	2018	2023	2.95
1833	2018	2023	2.85
1834	2018	2023	2.76
1835	2018	2023	2.95
1836	2018	2023	2.78
1837	2018	2023	2.89
1838	2018	2023	2.85
1839	2018	2023	2.93
1840	2018	2023	3.04
1841	2018	2023	3.53
1842	2018	2023	2.92
1843	2018	2023	2.85
1844	2018	2023	3.35
1845	2018	2023	3.19
1846	2018	2023	3.38
1847	2018	2023	3.25
1848	2018	2023	3.37
1849	2018	2023	3.17
1850	2018	2023	3.01
1851	2018	2023	3.09
1852	2018	2023	3.03
1853	2018	2023	3.38
1854	2018	2023	2.99
1855	2018	2023	2.93
1856	2018	2023	3.19
1857	2018	2023	3.44
1858	2018	2023	2.99
1859	2020	2023	3.01
1860	2021	2023	2.32
1861	2021	2023	2.53
1862	2016	2023	2.99
1863	2016	2023	2.75
1864	2016	2023	3.05
1865	2016	2023	3.16
1866	2016	2023	3.11
1867	2016	2023	3.14
1868	2016	2023	2.91
1869	2016	2023	2.64
1870	2016	2023	3.05
1871	2016	2023	2.83
1872	2016	2023	2.66
1873	2016	2023	2.44
1874	2016	2023	3.01
1875	2017	2023	2.64
1876	2017	2023	2.95
1877	2017	2023	2.79
1878	2017	2023	3.05
1879	2018	2023	3.03
1880	2018	2023	3.44
1881	2018	2023	2.8
1882	2018	2023	2.78
1883	2018	2023	3.17
1884	2018	2023	3.01
1885	2018	2023	3.6
1886	2018	2023	2.85
1887	2018	2023	2.85
1888	2018	2023	3.17
1889	2018	2023	3.24
1890	2018	2023	3.15
1891	2018	2023	3.27
1892	2018	2023	2.97
1893	2018	2023	3.38
1894	2018	2023	2.83
1895	2018	2023	2.63
1896	2018	2023	2.83
1897	2018	2023	3.15
1898	2018	2023	2.62
1899	2018	2023	2.83
1900	2018	2023	2.84
1901	2018	2023	2.86
1902	2018	2023	2.91
1903	2018	2023	2.82
1904	2018	2023	2.83
1905	2018	2023	3.23
1906	2018	2023	3.18
1907	2018	2023	3.08
1908	2018	2023	3
1909	2018	2023	3.33
1910	2018	2023	2.95
1911	2019	2023	3.44
1912	2019	2023	3.27
1913	2019	2023	3.71
1914	2019	2023	3.43
1915	2019	2023	3.29
1916	2019	2023	3.59
1917	2019	2023	3.24
1918	2019	2023	3.17
1919	2019	2023	3.53
1920	2019	2023	2.96
1921	2019	2023	3.21
1922	2019	2023	3.54
1923	2019	2023	3.19
1924	2019	2023	3.71
1925	2019	2023	3.67
1926	2019	2023	3.4
1927	2019	2023	3.15
1928	2019	2023	3.82
1929	2019	2023	3.57
1930	2019	2023	3.25
1931	2019	2023	3.52
1932	2019	2023	3.77
1933	2019	2023	3.37
1934	2019	2023	3.23
1935	2019	2023	3.16
1936	2019	2023	3.48
1937	2019	2023	3.42
1938	2019	2023	3.28
1939	2019	2023	3.5
1940	2019	2023	2.84
1941	2019	2023	3.57
1942	2019	2023	2.95
1943	2019	2023	3.52
1944	2019	2023	3.33
1945	2019	2023	3.05
1946	2019	2023	3.58
1947	2019	2023	3.46
1948	2019	2023	2.93
1949	2019	2023	3.44
1950	2019	2023	2.91
1951	2019	2023	3.51
1952	2019	2023	3.31
1953	2019	2023	2.82
1954	2019	2023	3.78
1955	2019	2023	3.62
1956	2019	2023	3.19
1957	2019	2023	3.74
1958	2019	2023	2.72
1959	2019	2023	3.13
1960	2019	2023	3.5
1961	2019	2023	3.28
1962	2019	2023	3.44
1963	2019	2023	3.58
1964	2019	2023	3.51
1965	2019	2023	3.78
1966	2019	2023	3.75
1967	2019	2023	3.46
1968	2019	2023	3.62
1969	2019	2023	3.54
1970	2019	2023	3.44
1971	2019	2023	3.3
1972	2019	2023	3.22
1973	2019	2023	3.17
1974	2019	2023	3.77
1975	2019	2023	3.42
1976	2019	2023	3.72
1977	2019	2023	3.23
1978	2019	2023	3.87
1979	2019	2023	3.23
1980	2019	2023	3.68
1981	2019	2023	3.68
1982	2019	2023	3.45
1983	2019	2023	3.27
1984	2019	2023	3.56
1985	2019	2023	3.16
1986	2019	2023	3.68
1987	2019	2023	3.85
1988	2019	2023	3.28
1989	2019	2023	3.56
1990	2019	2023	3.6
1991	2019	2023	3.6
1992	2019	2023	3.49
1993	2019	2023	3.28
1994	2019	2023	3.4
1995	2019	2023	3.68
1996	2019	2023	3.34
1997	2019	2023	3.56
1998	2019	2023	3.74
1999	2019	2023	3.17
2000	2019	2023	3.64
2001	2019	2023	3.6
2002	2019	2023	3.13
2003	2019	2023	3.67
2004	2019	2023	3.07
2005	2019	2023	2.95
2006	2019	2023	3.09
2007	2019	2023	3.54
2008	2019	2023	3.11
2009	2019	2023	3.21
2010	2019	2023	2.79
2011	2019	2023	3.22
2012	2019	2023	3.54
2013	2019	2023	3.4
2014	2019	2023	3.25
2015	2019	2023	3.55
2016	2019	2023	3.21
2017	2019	2023	3.21
2018	2019	2023	3.34
2019	2019	2023	3.09
2020	2019	2023	3.15
2021	2019	2023	3.33
2022	2019	2023	3.54
2023	2019	2023	3.72
2024	2019	2023	3.63
2025	2019	2023	2.86
2026	2019	2023	3.02
2027	2019	2023	2.79
2028	2019	2023	3.42
2029	2019	2023	3.79
2030	2019	2023	3.26
2031	2019	2023	3.74
2032	2019	2023	3.68
2033	2020	2023	3.48
2034	2022	2023	3.17
2035	2019	2024	3.11
2036	2019	2024	3.38
2037	2019	2024	3.45
2038	2019	2024	3.1
2039	2019	2024	3.01
2040	2019	2024	3.07
2041	2019	2024	3.1
2042	2019	2024	3.51
2043	2019	2024	3.17
2044	2019	2024	3.11
2045	2019	2024	2.85
2046	2019	2024	3.11
2047	2019	2024	3.38
2048	2019	2024	2.93
2049	2019	2024	3.42
2050	2019	2024	3.42
2051	2019	2024	2.87
2052	2019	2024	3.72
2053	2019	2024	3.42
2054	2019	2024	3.18
2055	2019	2024	3.05
2056	2019	2024	3.73
2057	2019	2024	3.36
2058	2019	2024	2.93
2059	2019	2024	3.52
2060	2019	2024	3.09
2061	2019	2024	3.21
2062	2019	2024	2.55
2063	2019	2024	3.13
2064	2019	2024	3.14
2065	2019	2024	3.11
2066	2019	2024	3.57
2067	2019	2024	3.07
2068	2019	2024	3.1
2069	2019	2024	3.21
2070	2019	2024	2.81
2071	2019	2024	3.57
2072	2019	2024	3.14
2073	2019	2024	3.52
2074	2019	2024	3.44
2075	2019	2024	3.4
2076	2019	2024	3.45
2077	2019	2024	2.84
2078	2019	2024	3.03
2079	2019	2024	3
2080	2019	2024	3.15
2081	2019	2024	3.01
2082	2019	2024	3.13
2083	2019	2024	2.8
2084	2019	2024	3.13
2085	2019	2024	3.31
2086	2019	2024	3.26
2087	2019	2024	3.42
2088	2019	2024	3.09
2089	2019	2024	2.96
2090	2019	2024	3.58
2091	2019	2024	3.35
2092	2019	2024	3.48
2093	2019	2024	3.17
2094	2019	2024	3.53
2095	2019	2024	2.64
2096	2019	2024	3.07
2097	2019	2024	3
2098	2019	2024	2.81
2099	2019	2024	3.15
2100	2019	2024	3.38
2101	2019	2024	2.95
2102	2019	2024	2.58
2103	2018	2024	2.84
2104	2018	2024	2.93
2105	2018	2024	2.96
2106	2018	2024	3.37
2107	2018	2024	2.73
2108	2018	2024	3.21
2109	2018	2024	3.01
2110	2018	2024	3.15
2111	2018	2024	3.01
2112	2017	2024	3.04
2113	2017	2024	2.66
2114	2017	2024	2.86
2115	2017	2024	3.04
2116	2017	2024	3.24
2117	2017	2024	2.71
2118	2017	2024	3.33
2119	2017	2024	2.59
2120	2017	2024	2.62
2121	2019	2024	3.54
2122	2019	2024	2.37
2123	2017	2024	2.91
2124	2017	2024	2.37
2125	2017	2024	2.59
2126	2017	2024	2.56
2127	2017	2024	3.11
2128	2017	2024	2.89
2129	2017	2024	2.96
2130	2017	2024	2.67
2131	2018	2024	2.59
2132	2018	2024	3.17
2133	2018	2024	3.05
2134	2018	2024	2.59
2135	2018	2024	3.1
2136	2018	2024	3.3
2137	2018	2024	2.77
2138	2018	2024	3.21
2139	2018	2024	2.77
2140	2018	2024	3.09
2141	2018	2024	3.65
2142	2019	2024	3.28
2143	2019	2024	3
2144	2019	2024	2.87
2145	2019	2024	3.52
2146	2019	2024	3.12
2147	2019	2024	3.28
2148	2019	2024	2.95
2149	2019	2024	3.16
2150	2019	2024	3.3
2151	2019	2024	3.38
2152	2019	2024	2.95
2153	2019	2024	3.29
2154	2020	2024	3.14
2155	2020	2024	3.33
2156	2020	2024	3.45
2157	2020	2024	3.36
2158	2020	2024	3.48
2159	2020	2024	3.52
2160	2020	2024	3.13
2161	2020	2024	3.19
2162	2020	2024	3.64
2163	2020	2024	2.93
2164	2020	2024	3.5
2165	2020	2024	3.07
2166	2020	2024	3.36
2167	2020	2024	3.03
2168	2020	2024	3.28
2169	2020	2024	3.7
2170	2020	2024	3.17
2171	2020	2024	3.59
2172	2020	2024	3.28
2173	2020	2024	3.39
2174	2020	2024	3.35
2175	2020	2024	3.21
2176	2020	2024	3.14
2177	2020	2024	3.23
2178	2020	2024	3.17
2179	2020	2024	3.38
2180	2020	2024	3.46
2181	2020	2024	3.31
2182	2020	2024	3.01
2183	2020	2024	3.53
2184	2020	2024	3
2185	2020	2024	3.2
2186	2020	2024	3.09
2187	2020	2024	3.27
2188	2020	2024	3.54
2189	2020	2024	3.84
2190	2020	2024	3.46
2191	2020	2024	3.82
2192	2020	2024	3.28
